tweet,labels
@roadscholarz @ShivamShankarS @Shambhavi121 @Lakshmi_RKG @rajat_saha Fear mongering. Even vaccination for 18-45 years is not needed. Every single country has stopped covishield for under 40 ppl risk outweigh benefits.. Where is risk benefit analysis?,side-effect
"Have you ever heard of the ""Trovan saga"" in Kano, 1996? Pfizer, the company that just developed COVID-19 vaccine unethically and illegally tested it's newly developed antibiotic, Trovan, on hundreds of children with meningitis which resulted in deaths.",side-effect pharma
"Good only to implant their chips, of course that is the entire purpose South Africa to share 1 million AstraZeneca Covid vaccine doses with continent as study says jab ineffective against local variant — RT World News https://t.co/w9YfhM0GzY",conspiracy ineffective ingredients
"It was take the vaccine to stop the virus, now take the vaccine to go about everyday life.i will not take this https://t.co/VKqPsPB499 not get excited about Monday a year ago we were free! Remember that.",mandatory
Anyone out there still believing shit will go back to normal after a vaccine? Get your head checked. #Pfizer #scandemic #WhyAreTheyDoingThis #fuckoffboris #fuckboris,ineffective
"@MMirgon No, not her. She's one who buys into all the COVID propaganda, hook line & sinker.  I've mentioned before that most of my coworkers didn't want the vaccine. That's most of us night shifters. Day shifters like this coworker are much more likely to be sheep.",none
"Even Putin doesn't want to take Russian COVID vaccine, but they will keep pretending they don't wanna choose their favorite child (Russian vaccine). https://t.co/601EqkzYiv",country
"The fucking CEO of Pfizer said out of his own mouth, ""I haven't taken the vaccine because I don't want to cut in line."" Nigga what???????",pharma
Mongoose: COVID Assuredly 5G and Multi-Vector in Nature — And Likely Criminal Activity by Vaccine Makers — We Are Entering Full Genocide – Other Atrocity Mode – Public Intelligence Blog https://t.co/6r4DsHpHOK,conspiracy
@MlXTAETAPE My sis gets the Astra vaccine next week. And my mom got invitation for it today. My sis works in dentist my mom at kindergarten so they have to kinda get vaccined. But the vaccine is sh*t. However germany mainly use that cause it's cheaper ☠️☠️☠️,side-effect
"There will not be a vaccine for Chinese Bat Soup Flu AKA COVID-19, just like there is not a vaccine for AIDS. Reality, Deal with it. Live your life. Oh and a society that wears masks of any kind, is a society that is fed constant fear propaganda. Not the way I want to live.",country
"@thatsmanderley @nicolatsproston @MattHancock They'll be a vaccine, it won't be a covid vaccine though as there's no cure! Its going to be something far worse! Remember depopulation, smart dust microchips? It's what Bill Gates had planned all along!!",conspiracy pharma ingredients
@nypost “Take the Covid-19 vaccine and you are going to go to your DOOM !” - mit Prof. Dr. Sucharit Bhakdi SHARE! https://t.co/SkKjF7oyN7,none
"The damage in our bodies that will be caused by the Pfizer MRBA vaccine is permanent. It will be important for your children to ask their future spouse if they have taken the vaccine. If so, they may not be a suitible mate for future children. @epigwhisp, would you agree?",side-effect
"@MHRAgovuk @moderna_tx so many people have already given their brain away and had the Astra Zenaca aborted foetus covid vaccine, wish we'd known this one was coming to the uk , just a vitamin boost apparently",ingredients
Many want to groove but don't want the vaccine. Dilemma! How many people actually really want this vaccine? We need 67% of the pop to get it so we get Hers immunity. But does 67% of the pop want it,side-effect
"@oc52130 @NicoleThibault8 @US_FDA @pfizer You’d give this to your 13 year old right now, before it is approved despite knowing Covid will not affect them? The power of the media is amazing! People pumping their kids with unapproved medicine because they are being told to. It isn’t even for the safety of their kids 😳",unnecessary rushed
Listen to the Media if you want.. #CoronaVirus Can you believe states declared a State Of Emergency for something way inferior to the flu.. #MediaRulesTheWorld I mean they have a flu vaccine.. 😂😂😂 Line em up for the Corona Vaccine 🐑 https://t.co/LmpBNeEVwS,unnecessary
There are a lot of big players working hard to ensure we get vaccinated whether we want to or not. This is a big play involving nothing but money and power imo.,pharma mandatory political
"#VAERS 56y♀️#Moderna #Covidvaccine #Thrombosis #Amputation ""about three weeks after the second shot ... I thought it was just a foot ache ... went into the hospital and they couldn''t save my leg ... amputated my right leg. I had blood clot"" https://t.co/vmIDQNYrDj",side-effect
The so called vaccine has been proven to not be one but an even more dangerous synthetic pathogen acceleration science creation!,side-effect
@trutherbotnet True none of the medical textbooks mentioned about constituents of vaccine....doctors dont know why heavy metals are present in the vaccine Even the educational books and educational sites are censored,ingredients
"I’m a committed Brexitier, but gloating over the EU Vaccine scandal is missing the point. The real point is, we don’t need to vaccinate all adults. Anything more than vaccinating the known vulnerable is anti-science and pro Big Pharma. End of.",unnecessary pharma
@RepDLesko @realDonaldTrump My dad died of COVID because vaccines have been the only policy priority. How much have you and your friends profited off this dereliction of duty and neglect? How much per death does it equal? And congrats on your insurance company donors lining up for distribution of vaccines.,pharma
Bill Gates involvement with the Corona vaccine assures many unprotected people. Back off @BillGates and mind your own business. #billgates #BillGatesIsNotOurFriend,ineffective
"@NewtonClarkeUK @BorisJohnson Or people see the vaccine is having an adverse effect I am not a Scientist, but even I know it isn't the best of ideas pumping shit into elderly people in their 80s and 90s",side-effect
At least 2 leading COVID vaccines contain fetal tissue. Both research groups are on the Trump administration’s “warp-speed” short-list for funding to develop a vaccine by January 2021. Robert Kennedy Jr. https://t.co/wygCnD6NXE https://t.co/KA0XOa3YXs,ingredients
"""Pfizer vaccines are made of messenger RNA (mRNA) and are required to be kept frozen at negative 70 degrees Celsius."" https://t.co/UwMpL6bBVu is this the temp that sperms and eggs are frozen? this is GENETIC MATERIAL to program cells",ingredients
"@BangkokPostNews If you choose a vaccine made in China, then you can refer to the following pictures, or directly search for those children who were disabled by the Chinese vaccine on Twitter! Believing in the Chinese Communist Party is equivalent to believing in the devil! https://t.co/aUX8YjKWCv",country side-effect religious
#MainstreamMedia @CNNPolitics @MSNBC @FoxNews @CNBC make me #suspicious of the #CovidVaccine. Guessing they think they're having the #opposite effect! Black ppl have been last on the list for everything good now the #media is trying to make sure we're #One https://t.co/cWVSiLNDnp,ineffective
Oxford University and AstraZeneca Making Coronavirus Vaccine Using Cells From Aborted Babies  https://t.co/MDeTPHrg2m  I thought it was illegal to purchase aborted baby parts....now in a vaccine near you.,ingredients
@OmniTempore_ I believe those current protocols are unethical and deny the logic that their precedent relies upon. Can vaccinated people still carry viruses? Yes,ineffective
"@JeffereyJaxen The #Petition To STOP Forced Experimental Vaccines. FYI, important petition by America's Front Line Doctors is getting many sigs. Be part of the voice to stop forced medical mandates. https://t.co/2fWt2nhANp STOP #ExperimentalVaccines #CovidVaccine #CovidVaccine #Covid_19",mandatory
"Search Results from the #VAERS Database 16y♂️#Pfizer #Adolescent #CovidVaccinesideeffects #seizures ""convulsive seizures following immunisation (narrow)"" https://t.co/WpYiaY2bo4",side-effect
"Anyone who dies with 28 days of receiving an untested vaccine should have it recorded as a cause of death The news headline should read: ""People dying after having a Covid 19 vaccine"" Would that be a balanced bias?",side-effect
"@claregarry6 Pfizer after AZ gives a good antibody response, but the Pfizer dose after AZ will make you sicker. https://t.co/IwyVqSxMzj",side-effect
I don't want a Vaccine Passport. I want a free independent Scotland one 🏴󠁧󠁢󠁳󠁣󠁴󠁿,mandatory
My thoughts. Someone is making money to prevent HCQ being used. I say it’s Dr Fauci - Dr Birx - we all saw his article how HCQ worked 15 years ago on Covid - Bill Gates also stands to lose - billions on a vaccine. Our body our choice. Murderers. @drdavidsamadi @realDonaldTrump,pharma
"@lewisred_ @HookerMarco It's highly likely that this will be treated like the flu vaccine. COVID won't be eradicated now, it will come around every 'season', and those who're most vulnerable to serious disease and those who work with those who are will get it. Vaccinating everyone seems pointless.",unnecessary ineffective
@SimonHarrisTD Will you make sure vaccine is Corona free? Was it grown in dog tissue? You could create virus storm if kids contract covid. Happened US military last year. 'Science' reported on it. Don't Do This.,ingredients
"@BrutallyAverage @doctor_oxford I know. Imagine all those that died of the vaccine, and all they talk about is underlying issues. This is just from this week from CDCs reporting system https://t.co/bUsdwcSGcF",side-effect
@AamAadmiParty @ArvindKejriwal @narendramodi @drharshvardhan the one thing that I dont get with the Astra Zeneca vaccine is how does it ensure that it doesnt effect the human DNA even though it actually enters the cell nucleus.,side-effect conspiracy
